@relation winequality-red-weka.filters.unsupervised.instance.RemovePercentage-P34.0-V_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A12-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute class {3,4,5,6,7,8}

@data
0.086022,0.247891,-0.018192,-0.010849,0.040869,-0.001951,-0.034377,0.011936,0.072095,0.121823,-0.072734,5
0.100387,0.229278,-0.052996,-0.027122,-0.041726,0.012083,0.006814,-0.020716,0.116914,0.099453,-0.120644,5
0.077464,0.183723,-0.032545,-0.028406,-0.023163,-0.012961,-0.02951,-0.032765,0.078303,0.088189,-0.088506,5
0.099997,0.191954,-0.03385,-0.030516,-0.033057,0.004046,-0.022874,-0.002335,0.068103,0.07653,-0.10655,5
0.12927,0.225921,-0.042805,0.016293,-0.006476,-0.000521,-0.011137,-0.004934,0.058712,0.073191,-0.068191,5
0.080095,0.187091,-0.039391,-0.031697,-0.034569,0.032929,-0.029776,0.002796,0.049916,0.098846,-0.078061,6
0.071332,0.213059,-0.048187,-0.019223,-0.015815,0.025964,0.006672,-0.016585,0.071895,0.076209,-0.094738,5
0.072587,0.179592,-0.040921,-0.04713,-0.026627,0.000426,-0.034952,-0.008815,0.090555,0.066211,-0.110862,5
0.074682,0.222643,-0.028401,-0.049779,-0.03783,0.003667,-0.028999,-0.028142,0.095557,0.090546,-0.090097,6
0.089725,0.234741,-0.040379,-0.036882,-0.032531,-0.000635,-0.031282,-0.033291,0.077458,0.112078,-0.0894,4
0.103374,0.199259,-0.046317,-0.030956,-0.032419,0.033188,-0.032557,0.000522,0.081911,0.120706,-0.095281,6
0.083301,0.166263,-0.125505,-0.090746,0.003796,-0.052606,0.074225,0.032969,0.0931,0.111103,-0.01563,6
0.096008,0.19131,-0.025301,-0.051694,-0.035873,-0.023316,-0.032765,-0.034241,0.112196,0.099829,-0.087777,5
0.103374,0.199259,-0.046317,-0.030956,-0.032419,0.033188,-0.032557,0.000522,0.081911,0.120706,-0.095281,6
0.105883,0.245018,-0.023683,-0.058454,-0.027225,0.011955,-0.041586,-0.015316,0.071909,0.107901,-0.116745,5
0.166172,0.252746,-0.077091,-0.010175,-0.007906,-0.004946,-0.033936,0.019679,0.0882,0.08933,-0.137919,7
0.127974,0.186371,-0.027569,-0.029428,-0.05316,0.024256,-0.012526,0.016324,0.085563,0.061605,-0.110821,6
0.107445,0.186911,-0.020728,-0.039951,-0.037275,0.022664,-0.019102,0.022854,0.088193,0.075413,-0.076714,6
0.105883,0.245018,-0.023683,-0.058454,-0.027225,0.011955,-0.041586,-0.015316,0.071909,0.107901,-0.116745,5
0.070207,0.185452,-0.036935,-0.024398,-0.012335,-0.032309,-0.025811,-0.058537,0.108864,0.084395,-0.091899,6
0.094176,0.175788,-0.034341,-0.05046,-0.030821,0.021736,-0.015606,-0.014658,0.09352,0.065724,-0.090605,6
0.094176,0.175788,-0.034341,-0.05046,-0.030821,0.021736,-0.015606,-0.014658,0.09352,0.065724,-0.090605,6
0.096012,0.180728,-0.036938,-0.051131,-0.031013,0.021976,-0.016902,-0.016995,0.096753,0.070961,-0.091972,6
0.094176,0.175788,-0.034341,-0.05046,-0.030821,0.021736,-0.015606,-0.014658,0.09352,0.065724,-0.090605,6
0.070207,0.185452,-0.036935,-0.024398,-0.012335,-0.032309,-0.025811,-0.058537,0.108864,0.084395,-0.091899,6
0.083593,0.20746,-0.073107,-0.06769,-0.016183,-0.03376,0.068534,-0.000529,0.085356,0.066609,-0.062999,5
0.089826,0.21999,-0.023194,-0.029738,-0.077887,-0.018372,-0.016448,0.004602,0.092393,0.11088,-0.087206,6
0.107062,0.217987,-0.061947,0.001351,-0.02659,0.050076,0.022276,-0.0225,0.099021,0.078848,-0.097365,6
0.108175,0.114642,-0.010378,0.007159,-0.113447,-0.026218,0.003683,0.053365,0.115821,0.072017,-0.059157,7
0.108175,0.114642,-0.010378,0.007159,-0.113447,-0.026218,0.003683,0.053365,0.115821,0.072017,-0.059157,7
0.110718,0.190065,-0.033701,-0.082256,-0.021872,-0.031884,-0.059188,0.016895,0.118356,0.06157,-0.06669,6
0.093311,0.203309,-0.036459,-0.041241,-0.02568,0.019965,-0.029961,-0.028872,0.091031,0.080213,-0.092073,5
0.094774,0.203993,-0.028471,-0.002341,-0.026393,0.011997,0.001549,-0.020428,0.082605,0.065036,-0.10386,5
0.108169,0.195365,-0.030532,-0.032879,-0.044216,0.017218,-0.016195,-0.007705,0.088228,0.066978,-0.113931,6
0.110718,0.190065,-0.033701,-0.082256,-0.021872,-0.031884,-0.059188,0.016895,0.118356,0.06157,-0.06669,6
0.078296,0.18913,-0.035556,-0.025252,-0.066717,0.003635,-0.033826,0.019184,0.09095,0.09254,-0.065058,6
0.101211,0.193068,-0.040302,-0.061678,-0.031782,0.01557,-0.043472,-0.002117,0.109013,0.077018,-0.085385,6
0.093069,0.207345,-0.002503,-0.027573,-0.068066,-0.000691,-0.006515,0.003694,0.07964,0.107071,-0.108184,5
0.072678,0.237158,-0.050443,-0.005938,0.001432,-0.032917,-0.011528,-0.045718,0.057217,0.086435,-0.086504,5
0.101211,0.193068,-0.040302,-0.061678,-0.031782,0.01557,-0.043472,-0.002117,0.109013,0.077018,-0.085385,6
0.117897,0.21162,-0.025559,0.01185,-0.003951,-0.001494,-0.001638,-0.002566,0.076883,0.063779,-0.083064,5
0.0566,0.186631,-0.011245,-0.040761,-0.050714,0.015772,-0.01978,0.008334,0.070702,0.071923,-0.086463,5
0.104605,0.190301,-0.034353,-0.045882,-0.01141,-0.003781,-0.036315,-0.009573,0.094119,0.059726,-0.081783,5
0.14839,0.203435,-0.094031,-0.189728,-0.032643,-0.034669,0.171452,-0.00021,-0.028443,0.130644,-0.06201,5
0.093859,0.213499,-0.016334,-0.05623,-0.05507,0.001097,-0.04628,0.021977,0.081899,0.105918,-0.065255,7
0.077861,0.178144,-0.039871,-0.033281,-0.039495,0.03339,-0.019531,0.01592,0.072396,0.072371,-0.084559,5
0.093183,0.200737,-0.056611,-0.022953,-0.000067,-0.027766,-0.016157,-0.050424,0.103819,0.081387,-0.094768,4
0.108959,0.183315,-0.03938,-0.029794,-0.045456,0.009626,-0.014871,0.003916,0.102324,0.06834,-0.114586,5
0.073216,0.17512,-0.046226,-0.033073,-0.0361,0.03734,-0.021793,0.010645,0.078083,0.082847,-0.078413,5
0.070821,0.221491,-0.029955,-0.020556,-0.061852,-0.039011,-0.024152,0.000761,0.132937,0.104423,-0.07288,5
0.084596,0.159835,-0.032704,-0.010293,-0.080352,-0.028187,-0.015062,0.029585,0.076903,0.099744,-0.09803,7
0.137296,0.192333,-0.021569,-0.07094,-0.024417,-0.005502,-0.05848,-0.028603,0.125741,0.110363,-0.052536,4
0.088417,0.276464,-0.040813,-0.064635,-0.016707,0.000877,-0.047486,0.024275,0.103441,0.14335,-0.108894,8
0.113218,0.177323,-0.009582,-0.083629,-0.01319,-0.022583,-0.065323,0.031187,0.096813,0.058578,-0.062787,6
0.099311,0.171479,0.002882,-0.043149,-0.05257,-0.032688,-0.014149,0.065678,0.089156,0.086164,-0.070471,6
0.122018,0.184026,-0.037069,-0.035028,-0.020098,0.019885,-0.01397,0.012021,0.122188,0.116209,-0.105067,6
0.099311,0.171479,0.002882,-0.043149,-0.05257,-0.032688,-0.014149,0.065678,0.089156,0.086164,-0.070471,6
0.084232,0.202987,-0.009942,-0.014218,-0.033322,-0.01466,-0.026773,0.019433,0.082732,0.113283,-0.063011,5
0.074471,0.193184,-0.032099,-0.035289,-0.022926,-0.01144,-0.025887,-0.024739,0.09667,0.085293,-0.085287,5
0.098798,0.188138,0.008801,-0.035811,0.03705,0.005976,-0.017673,0.011949,0.112323,0.11029,-0.066072,5
0.122018,0.184026,-0.037069,-0.035028,-0.020098,0.019885,-0.01397,0.012021,0.122188,0.116209,-0.105067,6
0.113218,0.177323,-0.009582,-0.083629,-0.01319,-0.022583,-0.065323,0.031187,0.096813,0.058578,-0.062787,6
0.099311,0.171479,0.002882,-0.043149,-0.05257,-0.032688,-0.014149,0.065678,0.089156,0.086164,-0.070471,6
0.096207,0.222788,0.001617,-0.037573,-0.019048,-0.029325,-0.010682,0.050764,0.12822,0.146023,-0.13917,8
0.107394,0.206013,0.013827,-0.048172,-0.00918,-0.010186,-0.02254,0.035407,0.099089,0.10241,-0.092176,7
0.06059,0.156321,-0.003811,-0.01914,-0.049849,-0.009157,-0.004129,0.043336,0.096437,0.076081,-0.077633,6
0.092997,0.198314,-0.042654,-0.142457,-0.018489,-0.02085,0.065294,0.027326,0.009563,0.126256,-0.080206,7
0.092823,0.184159,-0.014113,-0.030387,-0.019678,0.014781,-0.020813,0.002283,0.084348,0.064611,-0.09132,5
0.107394,0.206013,0.013827,-0.048172,-0.00918,-0.010186,-0.02254,0.035407,0.099089,0.10241,-0.092176,7
0.130613,0.176941,-0.022984,-0.042769,-0.04981,0.031468,-0.018584,0.000233,0.135311,0.103875,-0.057115,5
0.130613,0.176941,-0.022984,-0.042769,-0.04981,0.031468,-0.018584,0.000233,0.135311,0.103875,-0.057115,5
0.069446,0.202802,-0.04167,-0.018727,-0.06969,0.007726,-0.030132,-0.00801,0.104883,0.127769,-0.052526,6
0.105464,0.183981,-0.042134,-0.049905,-0.030113,0.042219,-0.023263,0.018664,0.101904,0.107006,-0.089498,6
0.113628,0.192432,-0.047213,-0.04765,-0.037241,0.004507,-0.023212,0.020931,0.130666,0.09107,-0.081471,7
0.097576,0.178719,-0.028108,-0.01843,-0.042041,-0.00071,-0.023133,0.018632,0.095459,0.108888,-0.010512,5
0.113628,0.192432,-0.047213,-0.04765,-0.037241,0.004507,-0.023212,0.020931,0.130666,0.09107,-0.081471,7
0.199549,0.166643,-0.029629,-0.102454,-0.10937,-0.018406,0.077512,0.026858,0.025745,0.118411,-0.11017,5
0.109028,0.204131,-0.022738,-0.035415,-0.059098,0.013556,-0.015593,-0.007642,0.119224,0.101328,-0.080513,6
0.0848,0.210745,-0.020372,-0.066711,-0.030182,0.017457,-0.025713,0.01066,0.060722,0.081368,-0.11153,6
0.089134,0.178083,-0.005194,-0.014475,-0.075313,-0.000788,-0.003813,0.021703,0.109104,0.09414,-0.044527,6
0.042344,0.223713,-0.007347,-0.032707,-0.049905,0.010984,-0.0156,-0.017438,0.096199,0.081899,-0.07096,5
0.088879,0.197542,-0.046088,-0.003276,-0.042289,-0.00856,-0.014722,-0.057621,0.103859,0.137943,-0.076661,5
0.121685,0.194047,-0.017957,-0.079219,-0.030882,-0.016149,-0.064905,-0.000789,0.086767,0.07019,-0.071747,5
0.129818,0.201662,-0.011776,-0.087085,-0.027632,-0.02231,-0.060646,0.00554,0.098427,0.061254,-0.067897,5
0.121333,0.198136,-0.017867,-0.076949,-0.025452,-0.018907,-0.066604,-0.006438,0.085452,0.072078,-0.07283,5
0.115458,0.20379,-0.039582,-0.048086,-0.035592,0.026902,-0.022732,-0.000791,0.10816,0.101895,-0.110029,6
0.087633,0.176206,-0.024431,-0.019338,-0.084215,-0.000568,-0.019806,0.029581,0.068113,0.087632,-0.096358,6
0.109293,0.203864,-0.019152,-0.074272,-0.035105,-0.009924,-0.051136,-0.01575,0.10873,0.0945,-0.072426,5
0.121665,0.183491,-0.040384,-0.073685,-0.043771,-0.007882,0.01513,-0.028459,0.062824,0.085742,-0.11385,5
0.069595,0.242409,-0.035148,-0.01227,-0.011205,-0.014397,-0.010836,-0.049201,0.02977,0.099543,-0.071571,5
0.03731,0.219979,-0.006086,-0.033665,-0.044171,0.009322,-0.02785,-0.025809,0.083301,0.08814,-0.070269,6
0.084012,0.21361,-0.026487,-0.028958,-0.01815,-0.010971,-0.025802,-0.026684,0.055481,0.082289,-0.094177,5
0.107929,0.191725,-0.011276,-0.080533,-0.07359,0.009641,0.028864,-0.00866,0.058211,0.098156,-0.08677,6
0.104089,0.193566,-0.011909,-0.081622,-0.07145,0.005021,0.027749,-0.011354,0.056908,0.099862,-0.08616,6
0.07164,0.208021,-0.018396,-0.046233,-0.038718,0.02493,-0.045182,0.004989,0.037942,0.077706,-0.091602,6
0.03731,0.219979,-0.006086,-0.033665,-0.044171,0.009322,-0.02785,-0.025809,0.083301,0.08814,-0.070269,6
0.114029,0.211827,-0.03841,0.008141,-0.01939,0.001268,-0.006196,-0.006059,0.067256,0.061027,-0.089023,6
0.12696,0.203619,-0.021238,-0.012039,-0.031578,0.002345,-0.013429,0.006294,0.071871,0.077804,-0.069311,6
0.135959,0.206525,-0.027799,0.012774,-0.022602,0.020521,-0.012647,-0.001416,0.067192,0.085458,-0.066043,5
0.114151,0.224216,-0.046724,-0.0404,-0.027406,0.027288,-0.032388,0.014916,0.079564,0.114413,-0.0928,5
0.110354,0.224428,-0.0416,-0.052482,-0.029608,0.023479,-0.03162,0.013524,0.070845,0.111618,-0.103345,6
0.128235,0.198111,-0.030501,-0.031569,-0.042113,0.034109,-0.022311,-0.009651,0.111071,0.124288,-0.056907,5
0.121616,0.197842,-0.043465,-0.025693,-0.040128,0.007914,-0.026161,-0.028371,0.134799,0.122813,-0.074217,6
0.116941,0.236313,-0.035632,-0.039027,-0.037465,-0.020818,-0.045221,-0.018947,0.109885,0.14533,-0.082292,7
0.121616,0.197842,-0.043465,-0.025693,-0.040128,0.007914,-0.026161,-0.028371,0.134799,0.122813,-0.074217,6
0.116941,0.236313,-0.035632,-0.039027,-0.037465,-0.020818,-0.045221,-0.018947,0.109885,0.14533,-0.082292,7
0.104701,0.217252,-0.017917,-0.027679,-0.028711,0.023324,-0.018801,-0.018116,0.104212,0.099531,-0.06097,5
0.070505,0.189317,-0.024019,-0.052316,-0.02888,0.013776,-0.017365,-0.010166,0.108007,0.062397,-0.096373,5
0.090438,0.175035,-0.041448,-0.02302,-0.043094,0.009733,-0.033972,-0.019988,0.090218,0.135754,-0.044522,6
0.076296,0.158235,0.0864,-0.028261,0.037553,0.01181,0.018714,0.046296,0.146038,0.106616,-0.096554,6
0.076296,0.158235,0.0864,-0.028261,0.037553,0.01181,0.018714,0.046296,0.146038,0.106616,-0.096554,6
0.064889,0.224781,-0.033066,-0.031235,-0.046058,-0.038329,0.004157,-0.011283,0.096877,0.152721,-0.110617,7
0.091315,0.211451,-0.015261,-0.049877,-0.032176,-0.039958,-0.016282,0.022359,0.100571,0.135489,-0.109079,5
0.092756,0.170892,0.002274,-0.014346,-0.092515,-0.022693,-0.015906,0.019682,0.075713,0.099023,-0.071005,6
0.061982,0.180098,-0.021154,-0.022712,-0.061641,-0.00388,-0.022253,-0.004385,0.088677,0.087565,-0.085878,5
0.112594,0.272375,-0.032426,-0.045803,-0.055542,-0.014076,-0.017225,-0.00014,0.074879,0.150406,-0.11459,6
0.112594,0.272375,-0.032426,-0.045803,-0.055542,-0.014076,-0.017225,-0.00014,0.074879,0.150406,-0.11459,6
0.098891,0.223802,-0.026247,0.005531,-0.004388,0.015286,-0.009868,-0.014868,0.078456,0.077982,-0.077621,6
0.104715,0.218858,-0.052209,-0.030687,-0.04708,0.032809,0.014532,-0.014127,0.120356,0.098624,-0.129964,5
0.115435,0.221373,-0.057247,-0.048223,-0.031645,0.002949,-0.024682,0.000153,0.145692,0.109188,-0.117092,7
0.102037,0.240655,-0.03802,-0.046695,-0.053006,-0.057835,-0.011783,-0.017381,0.128488,0.156716,-0.099816,7
0.093247,0.239045,-0.059003,-0.029329,-0.044593,-0.034717,-0.043348,0.008837,0.089946,0.135181,-0.136312,6
0.079022,0.213091,-0.040247,-0.044706,-0.026811,0.04289,-0.035303,-0.004368,0.083533,0.121606,-0.079122,5
0.124187,0.237909,-0.046267,-0.015878,-0.053,-0.027672,-0.025341,0.014115,0.125828,0.136075,-0.038348,6
0.049226,0.160756,-0.048052,-0.032387,-0.049361,-0.045438,-0.025217,0.069176,0.130564,0.077755,-0.022179,7
0.038534,0.157432,-0.031832,-0.030997,-0.049778,-0.032165,-0.029673,0.048921,0.121255,0.072352,-0.027314,6
0.073675,0.210996,-0.039339,-0.027341,-0.04439,-0.03819,-0.027056,0.023013,0.108104,0.112438,-0.099613,6
0.09611,0.17275,-0.026777,-0.044358,-0.071346,-0.027921,-0.017107,0.011643,0.069264,0.09718,-0.0794,6
0.09611,0.17275,-0.026777,-0.044358,-0.071346,-0.027921,-0.017107,0.011643,0.069264,0.09718,-0.0794,6
0.075962,0.234809,-0.018559,-0.034056,-0.058953,-0.024821,-0.024822,-0.011462,0.117319,0.106787,-0.069897,6
0.112449,0.174513,-0.062667,-0.064266,-0.026359,0.026808,-0.074379,-0.009769,0.119184,0.117306,-0.046046,5
0.121588,0.227449,-0.072414,-0.065805,-0.004989,-0.038723,-0.059172,-0.004678,0.143723,0.133005,-0.113395,7
0.080772,0.210927,-0.04394,-0.012378,-0.071751,-0.065268,-0.005687,0.012589,0.130194,0.147362,-0.0956,6
0.056347,0.200381,-0.046856,-0.032105,-0.021727,-0.00595,-0.008426,0.007995,0.124241,0.090758,-0.069291,6
0.094293,0.176823,-0.028363,-0.061478,-0.031798,-0.016704,-0.028771,-0.007815,0.143405,0.071538,-0.062865,6
0.09209,0.182392,-0.034433,-0.058514,-0.045675,-0.02068,-0.028599,0.002882,0.141371,0.097681,-0.045385,6
0.093447,0.177909,-0.027611,-0.06249,-0.033255,-0.013855,-0.026749,-0.012142,0.142336,0.073857,-0.065446,6
0.067527,0.18494,-0.032199,-0.058293,-0.022329,0.01199,-0.012642,-0.007009,0.122749,0.061916,-0.08983,5
0.141865,0.273947,-0.015321,-0.025764,-0.062593,-0.041533,-0.025393,-0.010023,0.114123,0.196759,-0.075958,5
0.14202,0.250227,-0.106922,0.041543,-0.007498,0.032792,-0.003277,0.026594,0.047476,0.117902,-0.119093,6
0.142625,0.248871,-0.061646,-0.064357,-0.029609,-0.009239,-0.049812,-0.020979,0.13083,0.141968,-0.140265,6
0.097531,0.205267,-0.03657,-0.035452,-0.059144,-0.00139,-0.044581,0.013531,0.112365,0.1433,-0.049967,5
0.090901,0.224511,-0.043561,-0.036333,-0.048032,-0.034612,-0.018329,0.00184,0.072748,0.154931,-0.104858,7
0.06541,0.207904,-0.019773,-0.042388,-0.055391,-0.026923,-0.020965,0.004113,0.088427,0.126286,-0.063733,7
0.08537,0.205866,-0.00199,-0.023488,-0.075187,-0.016437,-0.026395,-0.001525,0.072991,0.107354,-0.055437,6
0.082784,0.219476,-0.047013,-0.021216,-0.013634,-0.003364,-0.004745,-0.023634,0.095078,0.071269,-0.072604,5
0.082903,0.191313,-0.040221,-0.051291,-0.025734,0.000859,-0.040834,0.01994,0.096339,0.096747,-0.055767,6
0.053306,0.224647,-0.017579,-0.006312,-0.055406,-0.023688,-0.016436,-0.035888,0.077534,0.117106,-0.081062,5
0.034029,0.200019,-0.039161,-0.015324,-0.06126,-0.030834,-0.015052,0.001544,0.106395,0.106858,-0.069334,5
0.060865,0.217362,0.026287,-0.020998,-0.028458,-0.036552,-0.013641,-0.01315,0.109566,0.129608,-0.062956,7
0.087502,0.230786,-0.035679,-0.054428,-0.035129,-0.034733,-0.022763,0.024485,0.105979,0.128419,-0.098005,6
0.060865,0.217362,0.026287,-0.020998,-0.028458,-0.036552,-0.013641,-0.01315,0.109566,0.129608,-0.062956,7
0.021716,0.208167,-0.014668,-0.041096,-0.035503,-0.00375,-0.03863,-0.032349,0.070468,0.109112,-0.049412,5
0.113228,0.213,-0.009139,-0.038883,-0.05378,0.013342,0.01137,0.002574,0.051778,0.089782,-0.062156,5
0.055047,0.232321,-0.063045,-0.044878,-0.026072,-0.034444,-0.030901,0.053352,0.110794,0.109857,-0.094413,7
0.104707,0.181006,-0.059144,-0.056272,-0.014181,0.012279,-0.068692,-0.018422,0.118577,0.116902,-0.055792,5
0.032563,0.170797,-0.035951,-0.043239,-0.024895,0.011968,-0.042883,0.035057,0.057281,0.059023,-0.058524,6
0.06516,0.188516,-0.06921,-0.038005,-0.034151,-0.003192,-0.050085,0.040161,0.090213,0.115899,-0.05561,6
0.057372,0.218055,-0.046363,-0.018793,-0.007018,0.027432,0.021157,-0.012939,0.085389,0.059274,-0.09374,5
0.095727,0.218531,0.000232,-0.008038,-0.071258,-0.035769,-0.001538,0.016408,0.119007,0.10997,-0.069854,6
0.051001,0.241837,-0.029599,-0.039065,-0.030947,-0.039164,0.00365,-0.008076,0.10641,0.160543,-0.105769,7
0.086078,0.209152,-0.039072,-0.042197,-0.044376,-0.033369,-0.0463,0.031017,0.129373,0.11962,-0.041184,6
0.055047,0.232321,-0.063045,-0.044878,-0.026072,-0.034444,-0.030901,0.053352,0.110794,0.109857,-0.094413,7
0.069399,0.26691,-0.023334,-0.037408,-0.004383,-0.068796,-0.017936,0.010341,0.147891,0.182182,-0.115488,6
0.0924,0.233207,-0.041247,-0.048859,-0.033868,0.026203,-0.033983,-0.00078,0.0837,0.119919,-0.078719,6
0.038785,0.201151,-0.031688,-0.049218,-0.030728,0.025713,-0.025305,0.023261,0.068185,0.073066,-0.071271,6
0.073379,0.194935,-0.014222,-0.015338,-0.077056,-0.016862,-0.02128,0.001476,0.100852,0.123319,-0.04399,6
0.038785,0.201151,-0.031688,-0.049218,-0.030728,0.025713,-0.025305,0.023261,0.068185,0.073066,-0.071271,6
0.038785,0.201151,-0.031688,-0.049218,-0.030728,0.025713,-0.025305,0.023261,0.068185,0.073066,-0.071271,6
0.079499,0.189812,-0.037289,-0.05354,-0.0249,0.017334,-0.045756,-0.004389,0.073239,0.092912,-0.054101,5
0.09504,0.199807,-0.030062,-0.063662,-0.020976,0.000477,-0.034469,-0.001479,0.106328,0.072208,-0.078972,6
0.076257,0.187959,-0.038985,-0.056682,-0.027555,0.018251,-0.045848,-0.008612,0.078739,0.094607,-0.054237,6
0.08761,0.193722,-0.038165,-0.036448,-0.039071,0.015458,-0.025033,-0.028853,0.095703,0.092817,-0.089862,6
0.086275,0.186829,-0.036138,-0.055073,-0.03226,0.021957,-0.045411,0.002171,0.072986,0.08753,-0.053812,6
0.090611,0.201196,-0.02796,-0.034291,-0.048642,0.020545,-0.008204,0.012712,0.0952,0.087326,-0.081253,7
0.146677,0.264987,-0.102968,-0.013721,0.011003,-0.068419,-0.050566,-0.007902,0.123498,0.110728,-0.136162,8
0.073379,0.194935,-0.014222,-0.015338,-0.077056,-0.016862,-0.02128,0.001476,0.100852,0.123319,-0.04399,6
0.054825,0.21505,-0.013874,-0.033319,-0.05122,0.015854,-0.019397,-0.013795,0.050249,0.089966,-0.0896,5
0.062991,0.241189,-0.041502,-0.00636,-0.007409,-0.015039,-0.006485,-0.050665,0.030886,0.098352,-0.069359,5
0.048471,0.212448,-0.016854,-0.005397,-0.067515,-0.025774,-0.020355,-0.037855,0.088376,0.118651,-0.076633,5
0.109332,0.29151,0.002182,-0.030664,-0.061756,-0.025476,-0.042552,-0.002361,0.091889,0.165762,-0.110576,7
0.13706,0.167818,-0.01061,-0.052607,0.026638,0.086776,-0.022318,-0.023156,0.124951,0.193514,-0.059921,5
0.092342,0.229474,-0.032822,-0.01624,-0.055964,-0.031807,-0.024324,-0.02459,0.090241,0.137426,-0.084635,6
0.092342,0.229474,-0.032822,-0.01624,-0.055964,-0.031807,-0.024324,-0.02459,0.090241,0.137426,-0.084635,6
0.047771,0.201834,-0.042052,-0.01003,-0.018706,-0.002234,-0.003471,-0.040056,0.105386,0.084462,-0.101269,5
0.13706,0.167818,-0.01061,-0.052607,0.026638,0.086776,-0.022318,-0.023156,0.124951,0.193514,-0.059921,5
0.087691,0.208998,-0.046742,-0.026444,-0.050396,0.045605,-0.025484,0.007907,0.066576,0.108262,-0.122923,6
0.099814,0.22008,-0.022213,-0.008554,-0.070981,-0.000306,-0.014568,-0.014864,0.097138,0.121998,-0.070449,6
0.085214,0.222687,-0.021407,-0.022109,-0.056433,-0.01987,-0.018729,-0.023913,0.099779,0.117677,-0.082782,6
0.059025,0.181964,-0.029622,-0.047836,-0.02021,0.026147,-0.019032,-0.022804,0.113624,0.079783,-0.087883,5
0.065601,0.198435,-0.042302,-0.039004,-0.044135,-0.004419,-0.048669,0.017924,0.061388,0.093543,-0.081098,6
0.072455,0.229254,-0.024864,-0.034416,-0.046684,-0.00377,-0.035478,-0.003819,0.086657,0.111841,-0.094502,6
0.087723,0.216595,-0.012826,-0.028435,-0.070511,-0.014016,-0.023677,-0.005536,0.076592,0.136966,-0.0837,7
0.106432,0.206801,-0.025262,-0.05311,-0.052679,-0.023762,0.021351,0.014103,0.065848,0.140058,-0.122211,6
0.078345,0.140701,-0.01555,0.016309,-0.055085,0.000907,0.005568,0.000249,0.102093,0.139507,-0.086408,4
0.11645,0.197875,-0.023706,-0.024433,-0.040966,0.018803,-0.035979,0.001038,0.069144,0.095427,-0.057463,6
0.112402,0.198313,-0.022799,-0.026662,-0.042366,0.01248,-0.036813,-0.001754,0.068715,0.094518,-0.059841,5
0.084258,0.217141,-0.049334,-0.030182,-0.006717,0.003629,-0.010528,-0.030811,0.087161,0.07246,-0.079689,5
0.083615,0.220434,0.011333,-0.050491,-0.005072,-0.031922,-0.013994,0.033679,0.105584,0.147524,-0.11625,7
0.120982,0.221839,-0.029627,-0.000133,-0.02189,0.009808,-0.01277,-0.007121,0.072806,0.081431,-0.061049,5
0.111841,0.207718,-0.004236,-0.036517,0.041262,-0.01517,-0.01499,0.018964,0.133098,0.096836,-0.016311,5
0.095121,0.232951,-0.042308,-0.036415,-0.05934,-0.041701,-0.022331,-0.012843,0.06812,0.147157,-0.112568,6
0.162486,0.217449,-0.060248,-0.007437,-0.02801,0.02426,-0.021032,-0.016221,0.07643,0.105618,-0.093121,5
0.106683,0.195418,-0.0208,-0.04518,-0.082955,-0.024017,-0.015861,0.01068,0.084708,0.105751,-0.075764,6
0.111556,0.182038,-0.05628,-0.064796,-0.027457,0.019099,-0.074514,-0.029027,0.10973,0.119285,-0.061494,5
0.114215,0.220863,-0.069794,-0.031227,-0.047465,0.013089,-0.032763,-0.010846,0.119377,0.158602,-0.086474,7
0.122652,0.232042,-0.077787,-0.049733,-0.023074,0.009629,-0.060104,-0.042635,0.131018,0.165022,-0.122608,7
0.094692,0.236814,-0.058713,-0.011483,-0.015274,-0.026471,-0.041188,-0.067976,0.101915,0.127585,-0.117093,5
0.06877,0.217714,-0.036449,-0.031861,-0.054296,-0.008514,-0.022722,0.040837,0.10373,0.087608,-0.087669,7
0.094692,0.236814,-0.058713,-0.011483,-0.015274,-0.026471,-0.041188,-0.067976,0.101915,0.127585,-0.117093,5
0.122652,0.232042,-0.077787,-0.049733,-0.023074,0.009629,-0.060104,-0.042635,0.131018,0.165022,-0.122608,7
0.113053,0.229118,-0.05495,-0.036015,-0.021915,0.008482,-0.05047,-0.024483,0.099752,0.119592,-0.127681,6
0.092496,0.239433,-0.029102,-0.04192,-0.047907,-0.011766,-0.029828,-0.043833,0.116404,0.098502,-0.096422,6
0.061693,0.201386,-0.03134,-0.034536,-0.048386,0.008782,-0.029201,-0.018194,0.077062,0.077213,-0.078515,5
0.069138,0.21433,-0.03532,-0.010773,-0.06274,-0.048362,-0.024354,-0.064063,0.101312,0.1531,-0.072672,6
0.06877,0.217714,-0.036449,-0.031861,-0.054296,-0.008514,-0.022722,0.040837,0.10373,0.087608,-0.087669,7
0.060338,0.213194,-0.035311,-0.028377,-0.019364,0.029058,-0.028553,-0.026872,0.066271,0.094089,-0.071011,5
0.077679,0.242454,-0.061723,-0.001316,-0.070722,-0.022447,-0.003602,-0.001905,0.099785,0.16587,-0.135265,6
