@relation 'vote-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-last-R2-Fyyyy-MM-dd\'T\'HH:mm:ss_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A17-N200-T1.0E-4'

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Class {democrat,republican}

@data
0.025439,-0.014947,-0.018243,0.054518,0.037199,-0.122168,0.004238,0.045849,0.039233,0.008228,0.040413,-0.012339,0.005658,0.005389,0.021957,-0.023674,republican
0.078889,-0.023788,-0.10545,-0.012539,-0.038026,0.006062,0.025904,0.035976,-0.109564,-0.143215,-0.031121,-0.064392,-0.157857,-0.083631,0.005367,-0.016055,democrat
0.063212,0.073433,-0.104617,-0.209942,-0.014439,-0.181544,0.014708,0.041172,-0.060537,-0.179207,-0.023933,-0.055424,-0.215993,0.027452,-0.034077,-0.016688,democrat
0.055145,-0.000583,-0.005692,-0.123067,-0.119288,-0.130344,-0.018549,-0.059406,-0.043234,-0.029836,-0.049006,-0.03225,-0.116765,-0.047815,0.008345,0.076788,democrat
-0.029079,0.003873,-0.045792,-0.017518,0.019861,-0.003521,0.015926,-0.022048,0.048852,0.005012,0.004062,-0.007444,-0.018866,0.026805,-0.02018,0.00249,republican
0.084834,-0.046568,0.043761,0.011059,-0.041677,-0.064071,0.038273,-0.000973,0.037183,-0.06838,-0.037782,-0.059728,-0.124112,0.030413,0.002743,-0.02947,democrat
0.005687,-0.018224,0.001941,-0.016621,0.027385,0.004233,0.015159,-0.016759,0.006356,-0.065269,0.069259,-0.00054,-0.022368,-0.007525,-0.038336,0.008727,republican
0.070248,-0.054754,0.054771,-0.084447,-0.074873,-0.089235,0.030297,0.060307,0.054368,-0.070716,-0.064673,0.059713,-0.103606,0.000425,-0.036447,0.020477,democrat
-0.018549,-0.032048,-0.05373,0.032645,0.03007,0.00927,-0.046908,-0.035224,-0.009869,-0.042448,-0.010735,0.015457,-0.03795,-0.032119,-0.033797,-0.027041,republican
-0.062697,0.085776,0.061053,-0.013881,0.057011,0.060924,-0.009686,-0.044962,0.096116,-0.003938,-0.088135,-0.045011,0.150012,-0.101528,-0.059135,0.031229,democrat
0.107146,0.000407,0.009471,-0.158686,-0.063968,-0.087812,0.03323,0.016108,-0.014582,-0.05351,-0.011303,0.044497,-0.116174,-0.051309,-0.154359,0.013512,democrat
0.066857,0.010481,0.061484,-0.135028,0.047532,-0.11468,0.045657,0.063676,-0.016983,-0.060547,-0.033406,-0.008283,-0.137964,-0.043983,-0.024696,0.068346,democrat
-0.046294,0.025956,-0.009164,0.09317,0.061943,0.073785,-0.012865,-0.066595,0.042564,0.091846,0.055209,0.008534,0.074796,0.06704,0.031557,-0.031177,republican
-0.052651,0.012101,-0.049605,0.197441,0.055888,0.004783,0.09128,0.02464,-0.120333,0.131835,0.048197,-0.019353,0.061367,0.051556,-0.086368,-0.06298,republican
-0.0838,0.01017,-0.028936,0.121908,0.075222,0.102094,-0.086534,0.013905,0.040629,0.078105,0.03946,-0.016165,0.034518,0.038451,0.086497,-0.022325,republican
0.091511,0.060088,0.003856,-0.236592,-0.137599,-0.12672,0.168813,-0.023835,0.013538,-0.084389,-0.128752,-0.046047,-0.343121,-0.153644,-0.119087,0.089021,democrat
-0.030896,0.009036,0.024584,0.116446,0.064047,0.05882,-0.047111,-0.093629,0.013778,0.047499,0.078391,0.036873,0.075976,0.059865,0.030844,-0.051833,republican
-0.051677,0.015383,-0.032861,-0.274294,-0.056185,-0.245468,0.187872,0.067848,-0.067502,-0.196021,-0.042719,-0.056262,-0.115781,-0.137537,0.052714,-0.03275,democrat
-0.013355,-0.050045,-0.019784,-0.103764,-0.069667,-0.005784,0.025152,-0.047981,0.032264,-0.000696,-0.03206,-0.05105,-0.114123,-0.005723,-0.033576,-0.055701,democrat
-0.036522,-0.08313,0.018279,-0.094953,0.022293,-0.030912,-0.001249,0.054884,0.058724,0.004828,-0.032017,-0.06653,-0.105439,0.018603,0.042641,-0.015588,democrat
-0.077167,-0.012643,0.073336,-0.188596,0.003629,-0.013869,0.031449,0.075326,0.055216,-0.076197,-0.045633,-0.063722,-0.099579,-0.01712,-0.0009,0.026157,democrat
-0.061718,0.007087,-0.023877,-0.015666,0.025034,-0.002969,-0.029156,0.044595,0.076852,-0.005615,0.026292,-0.026705,-0.03888,0.049964,0.047664,0.020217,republican
0.025609,-0.100654,-0.044921,-0.191983,-0.019478,-0.058902,0.036533,0.046275,-0.037481,-0.17476,-0.065184,-0.059883,-0.213337,-0.10995,-0.114706,-0.033699,democrat
0.091722,-0.018462,-0.005241,-0.267522,-0.100877,-0.164567,0.016938,0.127299,0.019706,-0.150971,-0.04022,0.009259,-0.22985,-0.068385,-0.138252,0.064906,democrat
-0.086881,-0.049422,-0.023452,0.02193,-0.063098,-0.088577,-0.048456,-0.006812,-0.070732,-0.022734,-0.058426,-0.023587,0.014035,-0.036557,-0.005164,0.069762,republican
-0.067512,-0.0546,-0.009467,-0.00045,-0.057678,-0.065858,-0.014976,0.02551,-0.084442,-0.048669,-0.016411,-0.045022,0.009353,-0.063712,-0.022608,0.096655,republican
0.046766,-0.006084,-0.084647,-0.206523,-0.092669,-0.140903,0.081636,0.003679,0.097857,-0.059213,-0.090464,0.039578,-0.103111,-0.151616,-0.040533,0.111527,democrat
0.050836,-0.014296,0.00416,-0.091455,0.026716,-0.06741,0.079127,0.052119,-0.068905,-0.149054,-0.083953,-0.032828,-0.087869,-0.060204,0.00725,0.061471,democrat
0.056712,-0.100641,-0.010183,-0.164168,-0.109689,-0.168788,-0.055664,0.128687,-0.01723,-0.238531,-0.100362,0.013329,-0.183422,-0.062387,-0.015026,0.059623,democrat
-0.031302,0.035826,-0.022748,-0.006515,0.011819,-0.004128,-0.025056,-0.054741,0.018005,-0.06932,0.040237,0.022793,-0.028169,0.04055,-0.027598,-0.049579,republican
0.061269,-0.014785,0.086371,-0.075672,-0.076901,-0.059287,0.030397,0.084281,0.099472,-0.077807,-0.059705,0.095658,-0.167034,0.008157,-0.062083,-0.028218,democrat
0.030883,-0.108442,0.044097,-0.095909,0.024644,-0.02371,0.043066,-0.00647,-0.011772,-0.054826,0.01095,-0.040366,-0.088928,-0.038886,-0.04336,-0.027078,democrat
0.023313,0.027731,-0.121002,-0.237119,-0.139362,-0.110692,0.044439,0.104794,0.008218,-0.199183,-0.142971,-0.020293,-0.186736,-0.029356,-0.094854,0.020381,democrat
0.043985,0.003022,0.001764,-0.117768,-0.093136,-0.090466,0.016726,0.025014,0.005141,-0.123596,-0.043656,0.027564,-0.061146,0.034532,-0.024221,0.006346,democrat
0.03691,0.038655,-0.005034,0.000914,-0.050564,-0.092979,0.041118,-0.029254,-0.001469,-0.086627,-0.033478,0.026295,-0.004093,0.007053,0.047659,0.119697,republican
0.059604,-0.067393,0.080084,-0.084537,-0.078137,-0.068369,0.007144,0.038588,0.041372,-0.139962,-0.053808,-0.115361,0.006644,0.02146,-0.102257,0.027845,democrat
0.067083,-0.127478,-0.039917,-0.141452,-0.104008,-0.090163,-0.021241,0.11085,-0.012211,-0.233023,-0.180914,-0.142214,-0.127547,-0.122272,-0.179802,0.043762,democrat
0.056738,-0.064852,-0.029219,-0.078609,-0.074885,-0.077068,-0.005127,0.044531,-0.022733,-0.096724,-0.094628,0.020228,-0.070927,-0.038136,-0.03042,0.028884,democrat
0.096128,-0.048038,-0.072666,-0.203125,-0.19285,-0.056105,0.002372,0.098665,-0.103106,-0.329025,-0.041362,-0.017601,-0.232217,-0.17185,-0.145738,0.033008,democrat
0.080975,-0.051028,0.026453,-0.127875,-0.077571,-0.082105,0.056941,0.062996,-0.006508,-0.119545,-0.014634,0.004231,-0.055345,-0.013542,-0.03496,0.064652,democrat
0.006098,0.049814,-0.084375,-0.126431,-0.09728,-0.033386,0.015649,0.060247,0.00193,-0.112349,-0.091824,-0.004315,-0.093074,0.010879,-0.043118,-0.013286,democrat
-0.130152,0.077375,0.025899,0.002298,-0.152188,-0.187438,-0.03756,0.138396,-0.026675,-0.149103,-0.018013,-0.057695,-0.107179,-0.266067,-0.104247,0.059806,democrat
0.080975,-0.051028,0.026453,-0.127875,-0.077571,-0.082105,0.056941,0.062996,-0.006508,-0.119545,-0.014634,0.004231,-0.055345,-0.013542,-0.03496,0.064652,democrat
0.035367,-0.081217,0.024412,-0.035271,-0.075451,-0.063332,-0.054923,0.020123,0.025147,-0.117141,-0.133802,-0.099364,-0.008938,-0.003134,-0.097718,-0.007923,democrat
0.063354,-0.002155,0.015749,-0.140148,-0.087716,-0.067746,0.050205,0.057337,-0.008569,-0.149531,-0.001641,0.006129,-0.065828,0.007378,-0.041665,0.033239,democrat
0.058555,-0.070015,-0.099594,-0.212572,-0.119071,-0.13941,0.05791,0.116112,0.012341,-0.139211,-0.168957,-0.024088,-0.165769,-0.071196,-0.081444,0.083207,democrat
-0.052479,-0.014012,-0.087848,-0.03018,-0.174043,-0.059666,-0.003118,0.088376,0.045887,-0.040465,-0.045,-0.024037,-0.246902,-0.046751,-0.089735,-0.010542,republican
0.041341,-0.047931,-0.062967,-0.101885,-0.076989,-0.062103,0.029119,0.071565,0.006053,-0.052377,-0.11781,-0.008111,-0.072107,-0.030961,-0.029707,0.04954,democrat
-0.029485,0.030662,-0.093124,-0.140478,-0.032367,-0.066469,0.037981,0.016841,0.053078,-0.111807,-0.034092,-0.021524,-0.123011,0.00749,-0.078622,0.004744,republican
-0.017325,-0.024808,-0.061411,-0.005164,-0.039697,-0.215271,0.109723,0.040522,-0.092897,-0.057129,-0.03495,0.003904,-0.09983,0.042813,-0.160207,-0.03432,republican
0.093359,-0.003059,-0.071787,-0.115049,-0.025392,-0.083948,0.055168,0.036735,-0.044025,-0.000155,0.029255,-0.098693,-0.125441,-0.016219,0.012673,0.069046,democrat
0.046208,-0.028931,-0.02128,-0.128771,-0.085095,-0.089859,0.057707,0.057707,0.035988,-0.049263,-0.079831,-0.002673,-0.051843,0.020788,-0.016803,0.058415,democrat
0.073057,-0.031187,-0.006583,-0.115727,-0.066557,-0.176947,0.037674,0.081305,-0.091311,-0.022526,0.000435,-0.011216,-0.067002,-0.004172,-0.104667,0.055023,democrat
0.005757,-0.067083,-0.071716,-0.115932,-0.012076,-0.095186,0.051451,0.028159,0.057201,-0.051835,-0.060078,-0.025319,-0.102045,-0.03435,-0.065212,0.067569,republican
0.057496,-0.006534,-0.029823,-0.263057,-0.081697,-0.174421,0.065014,0.062857,-0.001534,-0.122302,-0.110102,-0.15212,-0.167082,-0.068441,-0.092105,0.130574,democrat
-0.071652,0.079704,-0.040091,-0.108221,-0.009954,-0.04662,-0.00104,-0.078392,-0.040836,-0.107111,-0.000775,0.070888,0.014807,0.006748,0.005589,0.032371,republican
0.115474,-0.090919,0.074433,-0.196466,-0.103418,-0.128233,0.099403,0.16681,0.094111,-0.16059,-0.08183,0.056348,-0.254895,-0.080152,-0.124559,0.063755,democrat
0.167263,-0.014514,-0.180538,-0.203485,-0.100154,-0.112433,0.089978,0.149098,0.033036,-0.176343,-0.03587,-0.07754,-0.174846,-0.096131,-0.074111,0.002685,democrat
0.029087,0.01423,-0.00733,-0.113924,-0.065555,-0.091598,0.096536,0.00241,0.007127,-0.061824,-0.101976,-0.039972,-0.082317,0.003787,0.036643,0.073135,democrat
0.023719,0.000941,-0.073671,-0.114158,-0.087135,-0.047744,0.022384,0.065906,0.003991,-0.082363,-0.104817,-0.006213,-0.082591,-0.010041,-0.036412,0.018127,democrat
0.078618,-0.055349,-0.0419,-0.138723,-0.048661,-0.089452,-0.04054,0.072634,-0.061621,-0.06016,-0.03202,-0.016147,-0.093025,-0.08763,-0.073783,0.071059,democrat
0.056738,-0.064852,-0.029219,-0.078609,-0.074885,-0.077068,-0.005127,0.044531,-0.022733,-0.096724,-0.094628,0.020228,-0.070927,-0.038136,-0.03042,0.028884,democrat
-0.086489,-0.014994,0.038603,-0.062381,0.021241,-0.037362,-0.016467,0.044033,0.091177,-0.000734,-0.055325,-0.006256,-0.00737,-0.000444,0.034977,0.097894,republican
0.045282,-0.026781,0.018061,-0.126876,0.014172,-0.144382,-0.058385,0.044814,0.002362,-0.055154,-0.064838,-0.043392,-0.01887,0.03086,-0.075417,0.02561,democrat
-0.004703,-0.053016,-0.043644,-0.003016,0.023993,-0.048434,-0.018421,-0.073056,-0.025038,-0.032243,0.022276,-0.01505,0.045742,0.011898,0.004743,0.030529,republican
-0.068809,0.020039,-0.042519,0.022224,0.025098,0.024181,-0.098725,0.025759,0.01607,-0.083062,0.024488,-0.001906,-0.068447,0.011961,0.027342,-0.040726,republican
0.024837,-0.045296,0.032351,-0.085434,-0.085661,-0.076123,0.00791,0.0333,0.083867,-0.06968,-0.119005,-0.122265,0.010146,0.055789,-0.084101,0.021608,democrat
0.050336,-0.008583,-0.020494,-0.118577,-0.00297,-0.051312,0.033563,0.101757,-0.042106,-0.16648,-0.048815,0.006368,-0.067879,-0.022284,-0.052902,0.015337,democrat
0.04872,-0.014251,-0.047946,-0.166506,-0.064291,-0.124963,-0.011186,0.053489,0.01081,0.013236,-0.059238,-0.017613,-0.069259,-0.001552,-0.042722,0.073696,democrat
-0.013681,-0.013047,-0.012044,0.005759,0.021965,-0.018486,-0.018321,-0.049082,0.020066,-0.039334,0.027244,0.020895,-0.017686,0.01963,-0.020893,-0.018166,republican
0.065577,-0.034108,-0.007295,-0.151151,-0.079675,-0.06714,0.091187,0.09003,0.022278,-0.075198,-0.037816,-0.024108,-0.056525,-0.006367,-0.034247,0.085308,democrat
0.091748,0.017327,-0.024277,-0.181963,-0.066073,-0.072847,0.067476,0.043142,0.014203,-0.009164,-0.034485,0.016158,-0.117355,-0.044134,-0.153646,0.034168,democrat
-0.018549,-0.032048,-0.05373,0.032645,0.03007,0.00927,-0.046908,-0.035224,-0.009869,-0.042448,-0.010735,0.015457,-0.03795,-0.032119,-0.033797,-0.027041,republican
-0.011341,-0.026089,0.011646,-0.180983,-0.105278,-0.081786,0.037957,-0.008997,0.02851,-0.163373,-0.041317,0.000151,-0.113217,-0.099335,-0.111132,0.097686,democrat
0.103174,0.013023,-0.146591,-0.296491,-0.103904,-0.173063,0.03768,-0.04006,0.018451,-0.185413,-0.120105,-0.019167,-0.129662,-0.235062,-0.041564,-0.02909,democrat
-0.030896,0.009036,0.024584,0.116446,0.064047,0.05882,-0.047111,-0.093629,0.013778,0.047499,0.078391,0.036873,0.075976,0.059865,0.030844,-0.051833,republican
0.062051,0.017376,-0.093032,-0.281879,-0.128523,-0.065253,0.111398,0.169439,-0.019202,-0.251053,-0.058942,-0.063163,-0.196101,-0.083665,-0.129741,0.074167,democrat
0.063473,0.054711,-0.025964,-0.150429,-0.075454,-0.055072,0.168361,-0.03757,-0.036645,-0.107118,-0.069199,-0.040248,-0.077469,-0.025607,-0.055349,0.050888,democrat
0.063423,-0.051014,-0.057908,-0.239459,-0.127177,-0.167166,0.086498,0.102255,0.042276,-0.136097,-0.130978,-0.01865,-0.145505,-0.019447,-0.06854,0.092082,democrat
0,-0.076588,-0.07372,-0.353385,-0.147642,-0.101124,0.072609,0.060535,-0.005139,-0.138694,-0.060059,-0.003068,-0.139018,-0.089914,-0.123015,0.072088,democrat
0.077924,-0.075192,-0.085609,-0.234952,-0.113652,-0.11669,0.091389,0.148435,-0.001369,-0.165146,-0.126942,-0.045523,-0.170452,-0.09835,-0.098888,0.1101,democrat
-0.013969,-0.059679,-0.008422,0.032491,0.009202,0.017223,0.091554,-0.01217,0.076091,-0.027501,-0.029524,0.005599,0.009033,0.028225,0.012444,0.018621,republican
-0.041582,0.000854,0.051399,0.138115,0.063764,0.065688,-0.072009,-0.105833,0.037718,0.037291,0.058804,-0.022924,0.106971,0.077366,-0.002805,-0.070236,republican
-0.0467,0.052746,-0.056496,-0.029791,0.009715,0.010837,0.00919,-0.027707,0.04679,-0.024974,0.017055,-0.005546,-0.029349,0.047725,-0.026885,-0.028923,republican
0.050967,0.023732,-0.020011,-0.174038,-0.039331,-0.103982,0.061122,0.030514,-0.031761,-0.025259,-0.039368,-0.076347,-0.104414,-0.045707,-0.006719,0.11531,democrat
0.04949,-0.060504,-0.06841,-0.09657,-0.153631,-0.050781,0.017174,0.041002,0.009655,-0.038542,-0.108615,-0.013788,-0.090321,-0.053048,-0.031374,0.058567,democrat
-0.046201,0.047034,-0.031842,-0.00267,0.039401,-0.00526,0.054754,-0.077345,0.019991,-0.007548,-0.018083,-0.044743,-0.04934,0.009804,0.033267,0.01721,republican
-0.024145,0.055556,0.029198,-0.066626,0.022904,-0.068105,-0.046171,0.01144,0.109061,-0.081383,-0.009694,0.012412,0.010442,-0.034889,0.039648,0.016088,republican
-0.029079,0.003873,-0.045792,-0.017518,0.019861,-0.003521,0.015926,-0.022048,0.048852,0.005012,0.004062,-0.007444,-0.018866,0.026805,-0.02018,0.00249,republican
0.050886,0.02555,-0.044493,-0.009489,0.031669,-0.048623,-0.007043,-0.048981,0.068797,-0.045651,0.036699,0.009327,0.00943,-0.02856,-0.008804,-0.047903,republican
0.000604,-0.045915,-0.022178,-0.258864,-0.141607,-0.099952,0.101964,0.128818,-0.022226,-0.185702,-0.085425,-0.026619,-0.187786,0.022508,-0.104778,0.1173,democrat
-0.013681,-0.013047,-0.012044,0.005759,0.021965,-0.018486,-0.018321,-0.049082,0.020066,-0.039334,0.027244,0.020895,-0.017686,0.01963,-0.020893,-0.018166,republican
0.053525,-0.018276,-0.01006,-0.217401,-0.085012,-0.212105,-0.002712,0.003501,-0.016609,-0.140713,-0.128935,-0.102346,-0.161219,-0.048462,-0.075374,0.083025,democrat
-0.004703,-0.053016,-0.043644,-0.003016,0.023993,-0.048434,-0.018421,-0.073056,-0.025038,-0.032243,0.022276,-0.01505,0.045742,0.011898,0.004743,0.030529,republican
0.046208,-0.028931,-0.02128,-0.128771,-0.085095,-0.089859,0.057707,0.057707,0.035988,-0.049263,-0.079831,-0.002673,-0.051843,0.020788,-0.016803,0.058415,democrat
-0.030908,-0.076362,0.017379,-0.086969,0.018586,-0.055935,-0.057169,0.115238,-0.000353,0.015289,-0.143479,-0.031553,-0.120374,0.021289,-0.118628,0.049847,democrat
0.120899,0.000535,-0.108999,-0.216817,-0.117408,-0.170152,0.028206,0.08352,0.030224,-0.21986,-0.123327,-0.00542,-0.147957,-0.105641,-0.076773,0.001401,democrat
-0.018506,-0.054192,-0.053988,-0.017518,-0.047191,-0.043428,-0.05055,-0.024772,-0.017375,-0.018826,0.073288,0.019808,-0.02348,-0.004531,0.104569,0.075686,republican
0.045795,0.044111,-0.049031,0.086176,0.05676,-0.141687,0.044027,0.070304,-0.002248,0.078693,-0.009773,-0.059908,-0.041693,0.079486,-0.052856,0.039747,republican
0.058985,-0.026868,-0.001283,-0.086141,-0.049925,-0.056088,0.067181,0.021556,-0.065303,-0.135219,-0.074758,-0.038506,-0.106083,-0.082291,0.005583,0.070498,democrat
-0.0477,-0.094982,-0.002653,-0.089018,-0.062749,-0.028311,-0.044929,-0.017516,0.0391,-0.014439,-0.034385,-0.166052,-0.039715,0.027205,0.026256,-0.007682,republican
0.117194,0.032716,0.011619,-0.111968,-0.075314,-0.105013,0.03484,0.054748,0.101037,-0.107018,-0.042225,0.050043,-0.086974,-0.026845,-0.031064,-0.040673,democrat
0.089377,-0.068066,-0.051134,-0.08046,-0.080058,-0.07762,0.039955,-0.022112,-0.050733,-0.086097,-0.116858,0.039489,-0.050913,-0.061295,-0.098264,0.011157,democrat
0.076107,-0.070029,-0.015233,-0.100988,-0.069465,-0.054349,0.028353,0.076853,-0.036443,-0.122659,-0.052613,-0.001207,-0.075609,-0.06529,-0.047864,0.055777,democrat
-0.008946,-0.035319,-0.022104,-0.113661,-0.173652,-0.105532,0.128674,-0.003046,0.02137,-0.039588,-0.071301,-0.026926,-0.048601,-0.053513,0.066714,0.014486,democrat
-0.122256,0.024202,0.061481,0.118542,0.072006,0.081757,-0.127927,0.054487,0.122504,0.060383,0.080082,-0.089784,0.065763,0.130859,0.133597,-0.014126,republican
-0.065585,0.115972,-0.00655,-0.01295,-0.142484,-0.217575,-0.026282,0.138496,0.022055,-0.155419,-0.008558,-0.069263,-0.080064,-0.314257,-0.092158,0.030069,republican
0.125276,-0.014512,-0.08143,-0.139513,-0.061865,-0.06952,0.073877,0.103988,0.041073,-0.084629,-0.06634,-0.041114,-0.049675,-0.106305,-0.035062,0.046695,democrat
-0.046294,0.025956,-0.009164,0.09317,0.061943,0.073785,-0.012865,-0.066595,0.042564,0.091846,0.055209,0.008534,0.074796,0.06704,0.031557,-0.031177,republican
-0.046294,0.025956,-0.009164,0.09317,0.061943,0.073785,-0.012865,-0.066595,0.042564,0.091846,0.055209,0.008534,0.074796,0.06704,0.031557,-0.031177,republican
0.026231,0.015621,-0.100337,-0.151893,-0.066331,-0.082848,-0.046509,0.061687,-0.021187,-0.019864,-0.084224,-0.021153,-0.100006,-0.032381,-0.062332,0.033409,democrat
-0.029079,0.003873,-0.045792,-0.017518,0.019861,-0.003521,0.015926,-0.022048,0.048852,0.005012,0.004062,-0.007444,-0.018866,0.026805,-0.02018,0.00249,republican
0.048589,-0.052279,-0.023775,-0.083923,0.001756,-0.08839,0.006819,0.075094,-0.026335,-0.110559,-0.103823,0.025906,-0.052713,-0.016049,-0.028753,0.019857,democrat
0.039617,-0.021691,-0.015269,-0.063761,-0.055345,-0.078807,0.033702,-0.010766,-0.051593,-0.109284,-0.116773,-0.017071,-0.1014,-0.055136,0.023027,0.043605,democrat
-0.039826,-0.028693,-0.014098,0.12213,0.043167,0.078941,0.055928,-0.086351,0.022638,0.036438,0.029647,-0.012471,0.155639,0.081647,0.083112,0.002235,republican
-0.006312,-0.075921,-0.061613,0.022072,-0.152198,0.024279,0.060827,-0.10293,0.03613,-0.022725,-0.00311,-0.039804,0.025549,-0.002761,0.028042,0.053956,republican
0.065577,-0.034108,-0.007295,-0.151151,-0.079675,-0.06714,0.091187,0.09003,0.022278,-0.075198,-0.037816,-0.024108,-0.056525,-0.006367,-0.034247,0.085308,democrat
0.033191,-0.035359,-0.057523,-0.1072,-0.000348,-0.073425,0.041065,0.102128,0.002451,-0.066212,-0.127005,-0.002433,-0.053894,-0.008874,-0.02804,0.040513,democrat
0.048589,-0.052279,-0.023775,-0.083923,0.001756,-0.08839,0.006819,0.075094,-0.026335,-0.110559,-0.103823,0.025906,-0.052713,-0.016049,-0.028753,0.019857,democrat
0.05485,0.006373,-0.048868,-0.254454,-0.104752,-0.142597,0.002997,0.006754,-0.071676,-0.097785,-0.118011,-0.296706,-0.227137,-0.19127,-0.13024,0.169218,democrat
0.074023,-0.082659,0.055389,-0.036512,-0.05865,-0.045889,0.008545,0.103797,0.071598,-0.050935,-0.110677,0.088323,-0.176815,-0.064511,-0.068282,-0.00568,democrat
0.058555,-0.070015,-0.099594,-0.212572,-0.119071,-0.13941,0.05791,0.116112,0.012341,-0.139211,-0.168957,-0.024088,-0.165769,-0.071196,-0.081444,0.083207,democrat
0.058555,-0.070015,-0.099594,-0.212572,-0.119071,-0.13941,0.05791,0.116112,0.012341,-0.139211,-0.168957,-0.024088,-0.165769,-0.071196,-0.081444,0.083207,democrat
0.048589,-0.052279,-0.023775,-0.083923,0.001756,-0.08839,0.006819,0.075094,-0.026335,-0.110559,-0.103823,0.025906,-0.052713,-0.016049,-0.028753,0.019857,democrat
-0.004703,-0.053016,-0.043644,-0.003016,0.023993,-0.048434,-0.018421,-0.073056,-0.025038,-0.032243,0.022276,-0.01505,0.045742,0.011898,0.004743,0.030529,republican
0.07386,-0.03591,-0.061601,-0.010087,0.035235,-0.070095,0.039694,0.026018,-0.067459,-0.098015,-0.057344,-0.033739,-0.104213,-0.003561,0.044086,-0.011687,republican
0.058555,-0.070015,-0.099594,-0.212572,-0.119071,-0.13941,0.05791,0.116112,0.012341,-0.139211,-0.168957,-0.024088,-0.165769,-0.071196,-0.081444,0.083207,democrat
0.033191,-0.035359,-0.057523,-0.1072,-0.000348,-0.073425,0.041065,0.102128,0.002451,-0.066212,-0.127005,-0.002433,-0.053894,-0.008874,-0.02804,0.040513,democrat
0.023719,0.000941,-0.073671,-0.114158,-0.087135,-0.047744,0.022384,0.065906,0.003991,-0.082363,-0.104817,-0.006213,-0.082591,-0.010041,-0.036412,0.018127,democrat
0.061686,0.03684,-0.025237,-0.228854,0.013044,-0.076487,0.060983,0.143037,-0.022274,-0.082455,0.02859,-0.052907,-0.070893,-0.012854,-0.082648,0.087043,democrat
0.073953,-0.086935,-0.065846,-0.189296,-0.116967,-0.154375,0.023664,0.089078,-0.016445,-0.183558,-0.145775,0.004251,-0.164589,-0.078371,-0.082157,0.062551,democrat
-0.02534,-0.093369,0.029985,0.118131,-0.146592,-0.034284,0.037962,-0.011159,0.022885,-0.020285,0.028755,0.002814,-0.040469,0.031745,0.032453,0.008836,republican
-0.025885,-0.087873,-0.069008,0.047103,-0.05989,0.019432,-0.010245,-0.006696,-0.022132,-0.08444,0.014716,0.02931,-0.026329,-0.033939,0.117585,0.051529,republican
-0.014069,-0.039642,0.085922,-0.111535,0.056386,0.064379,0.112853,0.014321,-0.01466,0.035523,0.031892,0.00798,-0.011097,-0.065619,0.005903,0.051472,democrat
-0.020523,-0.035489,-0.003904,0.110758,-0.004553,0.070749,-0.018075,-0.091499,0.048227,0.135667,0.051411,0.000959,0.067066,0.024033,0.036595,0.009262,republican
-0.079477,-0.009666,-0.003138,-0.03194,0.005721,-0.134524,0.016976,0.022097,-0.068339,-0.023247,-0.010054,0.047325,0.021519,0.019777,0.043055,0.088013,republican
-0.011458,-0.045,-0.035088,-0.005244,0.030006,-0.01788,0.022661,-0.016389,0.050913,0.034998,-0.008931,-0.009341,-0.008383,0.005885,-0.013475,0.033902,republican
-0.013275,-0.039837,0.035288,0.12872,0.074193,0.044462,-0.040376,-0.08797,0.01584,0.077485,0.065398,0.034975,0.08646,0.038945,0.037549,-0.02042,republican
0.036335,0.009883,0.031861,-0.095962,0.013191,-0.117886,0.074235,0.005939,-0.02526,-0.120005,-0.087989,-0.005955,-0.062922,0.018699,0.037597,0.043453,democrat
-0.082528,-0.03383,-0.1152,-0.139017,-0.03036,-0.169109,0.051425,0.107536,-0.063201,-0.068848,-0.122363,-0.002429,-0.093588,-0.065031,-0.020873,0.133461,republican
-0.028829,-0.06702,0.020417,0.177275,0.082015,0.079086,-0.093862,-0.086317,0.009844,0.064163,0.007832,-0.030259,0.09719,0.004697,-0.009004,-0.047699,republican
-0.011458,-0.045,-0.035088,-0.005244,0.030006,-0.01788,0.022661,-0.016389,0.050913,0.034998,-0.008931,-0.009341,-0.008383,0.005885,-0.013475,0.033902,republican
0.091636,-0.048921,-0.005657,-0.160295,-0.133408,-0.105886,-0.023898,0.028214,-0.028084,-0.04321,0.015154,-0.016386,-0.090974,-0.057968,-0.062546,0.088961,democrat
0.083486,-0.036348,-0.000213,-0.165609,-0.056767,-0.117208,-0.011953,0.058777,-0.031686,-0.057045,0.005959,-0.010709,-0.07276,-0.035882,-0.060879,0.079934,democrat
0.104822,0.018358,-0.006609,-0.253177,-0.064714,-0.21897,-0.003036,0.102567,0.046412,-0.183591,-0.055235,-0.154611,-0.1588,-0.100647,-0.012885,0.097908,democrat
